 ID_Reporte;Reporte;Programa;Cliente;Fecha_Meta;Hora_Meta;Fecha_Envio;Hora_Envio;Puntual;Observacion;Ciudad
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;9/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;9/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;9/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;9/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;9/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;9/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;9/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;9/06/2022;12:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;9/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;9/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;9/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;9/06/2022;18:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;10/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;10/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;10/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;10/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;10/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;10/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;10/06/2022;11:30:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;10/06/2022;18:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;10/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;10/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;10/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;10/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;10/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;10/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;10/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;10/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;10/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;10/06/2022;8:00:00;;;;;Bogota
8081;Bbva Empresas Irene Gobierno;Sac;BBVA SAC;10/06/2022;18:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;13/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;13/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;13/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;13/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;13/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;13/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;13/06/2022;11:30:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;13/06/2022;18:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;13/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;13/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;13/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;13/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;13/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;13/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;13/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;13/06/2022;9:30:00;;;;;Bogota
7081;Reporte Conexión Vpn;Sac;BBVA;13/06/2022;18:00:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;13/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;13/06/2022;8:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;14/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;14/06/2022;11:30:00;;;;;Bogota
7078;Reporte Chat Bot;Sac;BBVA;14/06/2022;11:00:00;;;;;Bogota
7079;Reporte Premium Reiterado;Sac;BBVA;14/06/2022;11:00:00;;;;;Bogota
7407;Reporte Soporte Otras Oficinas;Sac;BBVA;14/06/2022;16:00:00;;;;;Bogota
7408;Reporte Tipificacion Outbound;Sac;BBVA;14/06/2022;16:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;14/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;14/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;14/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;14/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;14/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;14/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;14/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;14/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;14/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;14/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;14/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;14/06/2022;12:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;14/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;14/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;14/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;14/06/2022;18:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;15/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;15/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;15/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;15/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;15/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;15/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;15/06/2022;11:30:00;;;;;Bogota
6910;Bbva Empresas Incidencias;Sac;BBVA;15/06/2022;17:00:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;15/06/2022;18:00:00;;;;;Bogota
6913;Bbva Seguimiento Bei;Sac;BBVA;15/06/2022;10:30:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;15/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;15/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;15/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;15/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;15/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;15/06/2022;16:00:00;;;;;Bogota
7781;BBVA EMPRESAS Reporte Gestion Backoffice;Televenta;BBVA;15/06/2022;17:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;15/06/2022;18:00:00;;;;;Bogota
6745;Bbva Reporte Plan De Trabajo;Sac;BBVA;15/06/2022;15:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;15/06/2022;9:30:00;;;;;Bogota
6739;Bbva Seguimiento Cib;Sa;BBVA;15/06/2022;10:00:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;15/06/2022;9:00:00;;;;;Bogota
6097;Bbva Empresas Altas Vs Multicase;Sac;BBVA SAC;15/06/2022;15:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;15/06/2022;8:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;16/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;16/06/2022;12:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;16/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;16/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;16/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;16/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;16/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;16/06/2022;11:30:00;;;;;Bogota
6912;Bbva Empresas Informe Ivr;Sac;BBVA;16/06/2022;15:00:00;;;;;Bogota
7078;Reporte Chat Bot;Sac;BBVA;16/06/2022;11:00:00;;;;;Bogota
7079;Reporte Premium Reiterado;Sac;BBVA;16/06/2022;11:00:00;;;;;Bogota
7407;Reporte Soporte Otras Oficinas;Sac;BBVA;16/06/2022;16:00:00;;;;;Bogota
7408;Reporte Tipificacion Outbound;Sac;BBVA;16/06/2022;16:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;16/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;16/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;16/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;16/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;16/06/2022;16:00:00;;;;;Bogota
7780;Bbva Chat Bot - Corte 4 Pm;Televenta;BBVA;16/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;16/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;16/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;16/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;16/06/2022;9:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;17/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;17/06/2022;11:30:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;17/06/2022;18:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;17/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;17/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;17/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;17/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;17/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;17/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;17/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;17/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;17/06/2022;8:00:00;;;;;Bogota
8081;Bbva Empresas Irene Gobierno;Sac;BBVA SAC;17/06/2022;18:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;17/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;17/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;17/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;17/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;17/06/2022;18:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;21/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;21/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;21/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;21/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;21/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;21/06/2022;11:30:00;;;;;Bogota
7078;Reporte Chat Bot;Sac;BBVA;21/06/2022;11:00:00;;;;;Bogota
7079;Reporte Premium Reiterado;Sac;BBVA;21/06/2022;11:00:00;;;;;Bogota
7407;Reporte Soporte Otras Oficinas;Sac;BBVA;21/06/2022;16:00:00;;;;;Bogota
7408;Reporte Tipificacion Outbound;Sac;BBVA;21/06/2022;16:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;21/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;21/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;21/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;21/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;21/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;21/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;21/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;21/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;21/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;21/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;21/06/2022;12:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;22/06/2022;8:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;22/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;22/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;22/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;22/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;22/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;22/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;22/06/2022;11:30:00;;;;;Bogota
6910;Bbva Empresas Incidencias;Sac;BBVA;22/06/2022;17:00:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;22/06/2022;18:00:00;;;;;Bogota
6913;Bbva Seguimiento Bei;Sac;BBVA;22/06/2022;10:30:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;22/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;22/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;22/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;22/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;22/06/2022;16:00:00;;;;;Bogota
7781;BBVA EMPRESAS Reporte Gestion Backoffice;Televenta;BBVA;22/06/2022;17:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;22/06/2022;18:00:00;;;;;Bogota
6745;Bbva Reporte Plan De Trabajo;Sac;BBVA;22/06/2022;15:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;22/06/2022;9:30:00;;;;;Bogota
6739;Bbva Seguimiento Cib;Sa;BBVA;22/06/2022;10:00:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;22/06/2022;9:00:00;;;;;Bogota
6097;Bbva Empresas Altas Vs Multicase;Sac;BBVA SAC;22/06/2022;15:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;23/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;23/06/2022;11:30:00;;;;;Bogota
6912;Bbva Empresas Informe Ivr;Sac;BBVA;23/06/2022;15:00:00;;;;;Bogota
7078;Reporte Chat Bot;Sac;BBVA;23/06/2022;11:00:00;;;;;Bogota
7079;Reporte Premium Reiterado;Sac;BBVA;23/06/2022;11:00:00;;;;;Bogota
7407;Reporte Soporte Otras Oficinas;Sac;BBVA;23/06/2022;16:00:00;;;;;Bogota
7408;Reporte Tipificacion Outbound;Sac;BBVA;23/06/2022;16:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;23/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;23/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;23/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;23/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;23/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;23/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;23/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;23/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;23/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;23/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;23/06/2022;12:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;23/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;23/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;23/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;23/06/2022;18:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;24/06/2022;16:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;24/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;24/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;24/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;24/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;24/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;24/06/2022;11:30:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;24/06/2022;18:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;24/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;24/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;24/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;24/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;24/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;24/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;24/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;24/06/2022;9:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;24/06/2022;8:00:00;;;;;Bogota
8081;Bbva Empresas Irene Gobierno;Sac;BBVA SAC;24/06/2022;18:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;28/06/2022;8:00:00;;;;;Bogota
5846;Bbva Empresas Informe Productividad Buzones;Sac;BBVA SAC;28/06/2022;12:00:00;;;;;Bogota
7574;Informe Diario;Chat Y Ticket;Shein;28/06/2022;18:00:00;;;;;Bogota
7569;Control Horas;Chat Y Ticket;Shein;28/06/2022;8:45:00;;;;;Bogota
7570;Metricas Operativas Pbi;Chat Y Ticket;Shein;28/06/2022;14:00:00;;;;;Bogota
7571;Tablero De Control;Chat Y Ticket;Shein;28/06/2022;18:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;28/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;28/06/2022;11:30:00;;;;;Bogota
7078;Reporte Chat Bot;Sac;BBVA;28/06/2022;11:00:00;;;;;Bogota
7079;Reporte Premium Reiterado;Sac;BBVA;28/06/2022;11:00:00;;;;;Bogota
7407;Reporte Soporte Otras Oficinas;Sac;BBVA;28/06/2022;16:00:00;;;;;Bogota
7408;Reporte Tipificacion Outbound;Sac;BBVA;28/06/2022;16:00:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;28/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;28/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;28/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;28/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;28/06/2022;16:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;28/06/2022;18:00:00;;;;;Bogota
6743;Bbva Seguimiento Ausentismo Y Adherencia- Empresas;Sa;BBVA;28/06/2022;18:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;28/06/2022;9:30:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;28/06/2022;9:00:00;;;;;Bogota
5397;Bbva Empresas Pse Capacitaciones;Televenta;BBVA;29/06/2022;13:00:00;;;;;Bogota
5831;Bbva Empresas Soporte Remoto;Sac;BBVA;29/06/2022;11:30:00;;;;;Bogota
6910;Bbva Empresas Incidencias;Sac;BBVA;29/06/2022;17:00:00;;;;;Bogota
6911;Bbva Empresas Iti -adh-ausentismo;Sac;BBVA;29/06/2022;18:00:00;;;;;Bogota
6913;Bbva Seguimiento Bei;Sac;BBVA;29/06/2022;10:30:00;;;;;Bogota
7458;Reporte Irene Empresas;Sac;BBVA;29/06/2022;8:00:00;;;;;Bogota
7459;Reporte Irene Seguros;Sac;BBVA;29/06/2022;18:00:00;;;;;Bogota
7776;BBVA EMPRESAS Recuperacion de la experiencia - Empresas;Televenta;BBVA;29/06/2022;8:00:00;;;;;Bogota
7777;BBVA EMPRESAS Recuperacion de la experiencia - Seguros;Televenta;BBVA;29/06/2022;11:00:00;;;;;Bogota
7779;BBVA EMPRESAS Reporte Llamadas vs Tipificaciones;Televenta;BBVA;29/06/2022;16:00:00;;;;;Bogota
7781;BBVA EMPRESAS Reporte Gestion Backoffice;Televenta;BBVA;29/06/2022;17:00:00;;;;;Bogota
5408;Bbva Empresas Tablero De Control Empresas;Televenta;BBVA;29/06/2022;18:00:00;;;;;Bogota
6745;Bbva Reporte Plan De Trabajo;Sac;BBVA;29/06/2022;15:00:00;;;;;Bogota
5403;Bbva Empresas Informe Gerencial Empresas;Televenta;BBVA;29/06/2022;9:30:00;;;;;Bogota
6739;Bbva Seguimiento Cib;Sa;BBVA;29/06/2022;10:00:00;;;;;Bogota
6095;Bbva Empresas Seguimiento Diario Buzones;Sac;BBVA SAC;29/06/2022;9:00:00;;;;;Bogota
6097;Bbva Empresas Altas Vs Multicase;Sac;BBVA SAC;29/06/2022;15:00:00;;;;;Bogota
7931;Bbva Empresas Spc Banco;Sac;BBVA SAC;29/06/2022;8:00:00;;;;;Bogota
7575;Indicadores Cmi;Chat Y Ticket;Shein;29/06/2022;16:00:00;;;;;Bogota
