 ID_Reporte;Reporte;Programa;Cliente;Fecha_Meta;Hora_Meta;Fecha_Envio;Hora_Envio;Puntual;Observacion;Ciudad
7618;Wom Kpis;Tvt;Wom;1/06/2022;15:00:00;;;;;Bogota
7866;Wom Sik;Sac;Wom;1/06/2022;18:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;1/06/2022;12:00:00;;;;;Bogota
7619;Wom Desempeño;Tvt;Wom;1/06/2022;17:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;1/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;1/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;1/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;1/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;1/06/2022;18:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;1/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;1/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;1/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;1/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;1/06/2022;8:00:00;;;;;Bogota
7770;Messer Desempeño;SAC;Messer Colombia;1/06/2022;18:00:00;;;;;Bogota
7773;Messer Sik;SAC;Messer Colombia;1/06/2022;18:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;1/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;1/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;1/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;1/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;1/06/2022;12:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;1/06/2022;17:00:00;;;;;Bogota
7768;Chilectra Desempeño;Sac;Chilectra;1/06/2022;18:00:00;;;;;Bogota
7775;Factura Chilectra;Sac;Chilectra;1/06/2022;18:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;1/06/2022;14:00:00;;;;;Bogota
6920;Chilectra Sik;Sac;Chilectra;1/06/2022;17:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;1/06/2022;18:00:00;;;;;Bogota
7745;Pichincha IVR;SAC;Banco Pichincha;1/06/2022;8:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;1/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;1/06/2022;12:00:00;;;;;Bogota
7769;Pichincha Desempeño;SAC;Banco Pichincha;1/06/2022;18:00:00;;;;;Bogota
7774;Pichincha Sik;SAC;Banco Pichincha;1/06/2022;18:00:00;;;;;Bogota
7064;Liberty Desempeño;Televenta;Liberty Seguros;1/06/2022;18:00:00;;;;;Bogota
7065;Liberty Datos De La Sik;Televenta;Liberty Seguros;1/06/2022;18:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;1/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;1/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;1/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;1/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;1/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;1/06/2022;11:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;1/06/2022;12:00:00;;;;;Bogota
7771;Davivienda Desempeño;Televenta;Davivienda;1/06/2022;18:00:00;;;;;Bogota
7772;Davivienda Sik;Televenta;Davivienda;1/06/2022;18:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;2/06/2022;12:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;2/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;2/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;2/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;2/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;2/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;2/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;2/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;2/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;2/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;2/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;2/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;2/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;2/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;2/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;2/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;2/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;2/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;2/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;2/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;2/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;2/06/2022;12:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;2/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;2/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;2/06/2022;16:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;2/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;2/06/2022;18:00:00;;;;;Bogota
7618;Wom Kpis;Tvt;Wom;3/06/2022;15:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;3/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;3/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;3/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;3/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;3/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;3/06/2022;18:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;3/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;3/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;3/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;3/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;3/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;3/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;3/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;3/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;3/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;3/06/2022;12:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;3/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;3/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;3/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;3/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;3/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;3/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;3/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;3/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;3/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;3/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;3/06/2022;11:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;3/06/2022;12:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;4/06/2022;18:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;5/06/2022;18:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;6/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;6/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;6/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;6/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;6/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;6/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;6/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;6/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;6/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;6/06/2022;18:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;6/06/2022;12:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;6/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;6/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;6/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;6/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;6/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;6/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;6/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;6/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;6/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;6/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;6/06/2022;12:00:00;;;;;Bogota
7618;Wom Kpis;Tvt;Wom;6/06/2022;15:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;6/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;6/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;6/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;6/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;6/06/2022;8:00:00;;;;;Bogota
8076;Wom Migracion Desempeño;Sac;Wom Migracion;6/06/2022;16:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;6/06/2022;18:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;7/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;7/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;7/06/2022;16:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;7/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;7/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;7/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;7/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;7/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;7/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;7/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;7/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;7/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;7/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;7/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;7/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;7/06/2022;12:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;7/06/2022;12:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;7/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;7/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;7/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;7/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;7/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;7/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;7/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;7/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;7/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;7/06/2022;18:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;8/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;8/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;8/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;8/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;8/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;8/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;8/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;8/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;8/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;8/06/2022;18:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;8/06/2022;12:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;8/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;8/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;8/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;8/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;8/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;8/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;8/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;8/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;8/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;8/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;8/06/2022;12:00:00;;;;;Bogota
7618;Wom Kpis;Tvt;Wom;8/06/2022;15:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;8/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;8/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;8/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;8/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;8/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;8/06/2022;18:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;9/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;9/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;9/06/2022;16:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;9/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;9/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;9/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;9/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;9/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;9/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;9/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;9/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;9/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;9/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;9/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;9/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;9/06/2022;12:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;9/06/2022;12:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;9/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;9/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;9/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;9/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;9/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;9/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;9/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;9/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;9/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;9/06/2022;18:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;10/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;10/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;10/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;10/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;10/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;10/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;10/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;10/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;10/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;10/06/2022;18:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;10/06/2022;12:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;10/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;10/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;10/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;10/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;10/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;10/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;10/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;10/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;10/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;10/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;10/06/2022;12:00:00;;;;;Bogota
7618;Wom Kpis;Tvt;Wom;10/06/2022;15:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;10/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;10/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;10/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;10/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;10/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;10/06/2022;18:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;11/06/2022;18:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;12/06/2022;18:00:00;;;;;Bogota
7760;Chilectra Informe Tráfico;Sac;Chilectra;13/06/2022;17:00:00;;;;;Bogota
5157;Chilectra Tablero De Control;Sac;Chilectra;13/06/2022;14:00:00;;;;;Bogota
5836;Banco Pichincha Tablero De Control;Sac;Banco Pichincha;13/06/2022;18:00:00;;;;;Bogota
7747;BANCO PICHINCHA Rellamados / Short Calls;SAC;Banco Pichincha;13/06/2022;10:00:00;;;;;Bogota
7753;BANCO PICHINCHA Tipificación;SAC;Banco Pichincha;13/06/2022;12:00:00;;;;;Bogota
7073;Liberty Tableros De Control;Televenta;Liberty Seguros;13/06/2022;17:00:00;;;;;Bogota
7748;Liberty Informe Coomeva;SAC;Liberty Seguros;13/06/2022;10:00:00;;;;;Bogota
7749;Liberty Informe Occidente;SAC;Liberty Seguros;13/06/2022;10:00:00;;;;;Bogota
7763;Liberty PBI Historico Indicadores;SAC;Liberty Seguros;13/06/2022;18:00:00;;;;;Bogota
7764;Liberty Informe Digital;SAC;Liberty Seguros;13/06/2022;18:00:00;;;;;Bogota
7618;Wom Kpis;Tvt;Wom;13/06/2022;15:00:00;;;;;Bogota
7617;Wom Informe De Gestión;Tvt;Wom;13/06/2022;12:00:00;;;;;Bogota
7620;Wom Tablero De Control;Tvt;Wom;13/06/2022;18:00:00;;;;;Bogota
8080;Wom Migracion Informe Gestión;Outbound;Wom Migracion;13/06/2022;16:00:00;;;;;Bogota
8075;Wom Migracion Kpis;Sac;Wom Migracion;13/06/2022;15:00:00;;;;;Bogota
8070;Wom Migracion Logueos;Migracion;Wom Migracion;13/06/2022;8:00:00;;;;;Bogota
8069;Wom Migracion Tablero De Control;Migracion;Wom Migracion;13/06/2022;18:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;13/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;13/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;13/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;13/06/2022;10:00:00;;;;;Bogota
8073;Messer Informe Ivr Opcion Sms;Sac;Messer Colombia;13/06/2022;13:00:00;;;;;Bogota
6887;Messer Niveles De Servicio;Sac;Messer Colombia;13/06/2022;8:00:00;;;;;Bogota
6888;Messer Productividad;Sac;Messer Colombia;13/06/2022;10:00:00;;;;;Bogota
6891;Messer Tablero De Control;Sac;Messer Colombia;13/06/2022;18:00:00;;;;;Bogota
6885;Messer 5/15;Sac;Messer Colombia;13/06/2022;8:00:00;;;;;Bogota
6886;Messer Ocupación Agente;Sac;Messer Colombia;13/06/2022;8:00:00;;;;;Bogota
7019;Messer Respuesta De Correos Pacientes;Sac;Messer Colombia;13/06/2022;12:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;13/06/2022;12:00:00;;;;;Bogota
7754;Davivienda Informe IGD;Televenta;Davivienda;14/06/2022;12:00:00;;;;;Bogota
7622;Messer Remanentes;Sac;Messer Colombia;14/06/2022;11:00:00;;;;;Bogota
7623;Messer Pbi Seguimiento Diario;Sac;Messer Colombia;14/06/2022;9:00:00;;;;;Bogota
7865;Messer Consolidado Correos;Sac;Messer Colombia;14/06/2022;8:00:00;;;;;Bogota
7621;Messer Satu;Sac;Messer Colombia;14/06/2022;10:00:00;;;;;Bogota
